City	Incorporation	State	Year	Population
Delray Beach 	city	Florida	2014	65085
Delray Beach 	city	Florida	2015	66255
Deltona 	city	Florida	2010	85197
Deltona 	city	Florida	2011	85142
Deltona 	city	Florida	2012	85487
Deltona 	city	Florida	2013	86075
Deltona 	city	Florida	2014	86880
Deltona 	city	Florida	2015	88474
Doral 	city	Florida	2013	50595
Doral 	city	Florida	2014	54245
Doral 	city	Florida	2015	56035
Fort Lauderdale 	city	Florida	2010	166013
Fort Lauderdale 	city	Florida	2011	168972
Fort Lauderdale 	city	Florida	2012	171260
Fort Lauderdale 	city	Florida	2013	172942
Fort Lauderdale 	city	Florida	2014	176058
Fort Lauderdale 	city	Florida	2015	178590
Fort Myers 	city	Florida	2010	62426
Fort Myers 	city	Florida	2011	63831
Fort Myers 	city	Florida	2012	65625
Fort Myers 	city	Florida	2013	68045
Fort Myers 	city	Florida	2014	70873
Fort Myers 	city	Florida	2015	74013
Gainesville 	city	Florida	2010	124701
Gainesville 	city	Florida	2011	125731
Gainesville 	city	Florida	2012	126311
Gainesville 	city	Florida	2013	127074
Gainesville 	city	Florida	2014	128554
Gainesville 	city	Florida	2015	130128
Hialeah 	city	Florida	2010	225549
Hialeah 	city	Florida	2011	231366
Hialeah 	city	Florida	2012	233620
Hialeah 	city	Florida	2013	235425
Hialeah 	city	Florida	2014	236144
Hialeah 	city	Florida	2015	237069
Hollywood 	city	Florida	2010	141133
Hollywood 	city	Florida	2011	143633
Hollywood 	city	Florida	2012	145580
Hollywood 	city	Florida	2013	146923
Hollywood 	city	Florida	2014	148084
Hollywood 	city	Florida	2015	149728
Homestead 	city	Florida	2010	60810
Homestead 	city	Florida	2011	62781
Homestead 	city	Florida	2012	63632
Homestead 	city	Florida	2013	64646
Homestead 	city	Florida	2014	65686
Homestead 	city	Florida	2015	66498
Kissimmee 	city	Florida	2010	59778
Kissimmee 	city	Florida	2011	61555
Kissimmee 	city	Florida	2012	63789
Kissimmee 	city	Florida	2013	65441
Kissimmee 	city	Florida	2014	67102
Kissimmee 	city	Florida	2015	69152
Lakeland 	city	Florida	2010	97842
Lakeland 	city	Florida	2011	99066
Lakeland 	city	Florida	2012	99429
Lakeland 	city	Florida	2013	100897
Lakeland 	city	Florida	2014	102676
Lakeland 	city	Florida	2015	104401
Largo 	city	Florida	2010	79022
Largo 	city	Florida	2011	78909
Largo 	city	Florida	2012	79108
Largo 	city	Florida	2013	79718
Largo 	city	Florida	2014	80025
Largo 	city	Florida	2015	81000
Lauderhill 	city	Florida	2010	67130
Lauderhill 	city	Florida	2011	68344
Lauderhill 	city	Florida	2012	69294
Lauderhill 	city	Florida	2013	69960
Lauderhill 	city	Florida	2014	70644
Lauderhill 	city	Florida	2015	71579
Margate 	city	Florida	2010	53420
Margate 	city	Florida	2011	54370
Margate 	city	Florida	2012	55109
Margate 	city	Florida	2013	55623
Margate 	city	Florida	2014	56075
Margate 	city	Florida	2015	57234
Melbourne 	city	Florida	2010	76377
Melbourne 	city	Florida	2011	76593
Melbourne 	city	Florida	2012	77029
Melbourne 	city	Florida	2013	77662
Melbourne 	city	Florida	2014	78654
Melbourne 	city	Florida	2015	80127
Miami Beach 	city	Florida	2010	88180
Miami Beach 	city	Florida	2011	90421
Miami Beach 	city	Florida	2012	91268
Miami Beach 	city	Florida	2013	91844
Miami Beach 	city	Florida	2014	91956
Miami Beach 	city	Florida	2015	92312
Miami Gardens 	city	Florida	2010	107573
Miami Gardens 	city	Florida	2011	110420
Miami Gardens 	city	Florida	2012	111576
Miami Gardens 	city	Florida	2013	112347
Miami Gardens 	city	Florida	2014	112542
Miami Gardens 	city	Florida	2015	113187
Miramar 	city	Florida	2010	122405
Miramar 	city	Florida	2011	125133
Miramar 	city	Florida	2012	128986
Miramar 	city	Florida	2013	130552
Miramar 	city	Florida	2014	135018
Miramar 	city	Florida	2015	137132
North Miami 	city	Florida	2010	59820
North Miami 	city	Florida	2011	61317
North Miami 	city	Florida	2012	61875
North Miami 	city	Florida	2013	62271
North Miami 	city	Florida	2014	62299
North Miami 	city	Florida	2015	62435
North Port 	city	Florida	2010	57404
North Port 	city	Florida	2011	57622
North Port 	city	Florida	2012	58352
North Port 	city	Florida	2013	59112
North Port 	city	Florida	2014	60388
North Port 	city	Florida	2015	62345
Ocala 	city	Florida	2010	56364
Ocala 	city	Florida	2011	56598
Ocala 	city	Florida	2012	56823
Ocala 	city	Florida	2013	57011
Ocala 	city	Florida	2014	57517
Ocala 	city	Florida	2015	58218
Orlando 	city	Florida	2010	239428
Orlando 	city	Florida	2011	243798
Orlando 	city	Florida	2012	250266
Orlando 	city	Florida	2013	255653
Orlando 	city	Florida	2014	263074
Orlando 	city	Florida	2015	270934
Palm Bay 	city	Florida	2010	103340
Palm Bay 	city	Florida	2011	103359
Palm Bay 	city	Florida	2012	104184
Palm Bay 	city	Florida	2013	104794
Palm Bay 	city	Florida	2014	105816
Palm Bay 	city	Florida	2015	107888
Palm Beach Gardens 	city	Florida	2012	50068
Palm Beach Gardens 	city	Florida	2013	50791
Palm Beach Gardens 	city	Florida	2014	51948
Palm Beach Gardens 	city	Florida	2015	52923
Palm Coast 	city	Florida	2010	75513
Palm Coast 	city	Florida	2011	76597
Palm Coast 	city	Florida	2012	77563
Palm Coast 	city	Florida	2013	78721
Palm Coast 	city	Florida	2014	80720
Palm Coast 	city	Florida	2015	82893
Pembroke Pines 	city	Florida	2010	154452
Pembroke Pines 	city	Florida	2011	157499
Pembroke Pines 	city	Florida	2012	159855
Pembroke Pines 	city	Florida	2013	162603
Pembroke Pines 	city	Florida	2014	164666
Pembroke Pines 	city	Florida	2015	166611
Pensacola 	city	Florida	2010	52056
Pensacola 	city	Florida	2011	52022
Pensacola 	city	Florida	2012	52758
Pensacola 	city	Florida	2013	52770
Pensacola 	city	Florida	2014	52994
Pensacola 	city	Florida	2015	53193
Pinellas Park 	city	Florida	2013	50160
Pinellas Park 	city	Florida	2014	51025
Pinellas Park 	city	Florida	2015	51617
Plantation 	city	Florida	2010	85351
Plantation 	city	Florida	2011	86921
Plantation 	city	Florida	2012	88172
Plantation 	city	Florida	2013	90456
Plantation 	city	Florida	2014	91474
Plantation 	city	Florida	2015	92560
Pompano Beach 	city	Florida	2010	100105
Pompano Beach 	city	Florida	2011	101840
Pompano Beach 	city	Florida	2012	103203
Pompano Beach 	city	Florida	2013	104684
Pompano Beach 	city	Florida	2014	106130
Pompano Beach 	city	Florida	2015	107762
Port Orange 	city	Florida	2010	56592
Port Orange 	city	Florida	2011	56595
Port Orange 	city	Florida	2012	56832
Port Orange 	city	Florida	2013	57322
Port Orange 	city	Florida	2014	58735
Port Orange 	city	Florida	2015	59866
Port St. Lucie 	city	Florida	2010	165381
Port St. Lucie 	city	Florida	2011	167104
Port St. Lucie 	city	Florida	2012	168935
Port St. Lucie 	city	Florida	2013	170726
Port St. Lucie 	city	Florida	2014	174068
Port St. Lucie 	city	Florida	2015	179413
St. Petersburg 	city	Florida	2010	245299
St. Petersburg 	city	Florida	2011	245975
St. Petersburg 	city	Florida	2012	247289
St. Petersburg 	city	Florida	2013	249564
St. Petersburg 	city	Florida	2014	253714
St. Petersburg 	city	Florida	2015	257083
Sanford 	city	Florida	2010	53747
Sanford 	city	Florida	2011	54228
Sanford 	city	Florida	2012	54788
Sanford 	city	Florida	2013	56169
Sanford 	city	Florida	2014	57523
Sanford 	city	Florida	2015	58111
Sarasota 	city	Florida	2010	52152
Sarasota 	city	Florida	2011	52368
Sarasota 	city	Florida	2012	52879
Sarasota 	city	Florida	2013	53252
Sarasota 	city	Florida	2014	54221
Sarasota 	city	Florida	2015	55118
Sunrise 	city	Florida	2010	84654
Sunrise 	city	Florida	2011	86444
Sunrise 	city	Florida	2012	88929
Sunrise 	city	Florida	2013	90267
Sunrise 	city	Florida	2014	91274
Sunrise 	city	Florida	2015	92700
Tallahassee 	city	Florida	2010	181856
Tallahassee 	city	Florida	2011	183449
Tallahassee 	city	Florida	2012	187054
Tallahassee 	city	Florida	2013	186532
Tallahassee 	city	Florida	2014	188132
Tallahassee 	city	Florida	2015	189907
Tamarac 	city	Florida	2010	60667
Tamarac 	city	Florida	2011	61781
Tamarac 	city	Florida	2012	62655
Tamarac 	city	Florida	2013	63272
Tamarac 	city	Florida	2014	63809
Tamarac 	city	Florida	2015	64681
Tampa 	city	Florida	2010	336805
Tampa 	city	Florida	2011	346850
Tampa 	city	Florida	2012	348975
Weston 	city	Florida	2010	65521
Weston 	city	Florida	2011	66771
Weston 	city	Florida	2012	67757
Weston 	city	Florida	2013	68478
Weston 	city	Florida	2014	69118
Weston 	city	Florida	2015	69959
West Palm Beach 	city	Florida	2010	100545
West Palm Beach 	city	Florida	2011	101337
West Palm Beach 	city	Florida	2012	102516
West Palm Beach 	city	Florida	2013	103130
West Palm Beach 	city	Florida	2014	104082
West Palm Beach 	city	Florida	2015	106779
Albany 	city	Georgia	2010	77473
Albany 	city	Georgia	2011	77788
Albany 	city	Georgia	2012	77511
Albany 	city	Georgia	2013	76347
Albany 	city	Georgia	2014	75863
Albany 	city	Georgia	2015	74843
Alpharetta 	city	Georgia	2010	57820
Alpharetta 	city	Georgia	2011	59417
Alpharetta 	city	Georgia	2012	61968
Alpharetta 	city	Georgia	2013	62209
Alpharetta 	city	Georgia	2014	63055
Alpharetta 	city	Georgia	2015	63693
Brookhaven 	city	Georgia	2012	50345
Brookhaven 	city	Georgia	2013	50848
Brookhaven 	city	Georgia	2014	51298
Brookhaven 	city	Georgia	2015	51910
Columbus 	city	Georgia	2010	191124
Columbus 	city	Georgia	2011	195357
Columbus 	city	Georgia	2012	200195
Columbus 	city	Georgia	2013	204207
Columbus 	city	Georgia	2014	201087
Columbus 	city	Georgia	2015	200579
Johns Creek 	city	Georgia	2010	77192
Johns Creek 	city	Georgia	2011	79510
Johns Creek 	city	Georgia	2012	82281
Johns Creek 	city	Georgia	2013	82721
Johns Creek 	city	Georgia	2014	83118
Johns Creek 	city	Georgia	2015	83335
Marietta 	city	Georgia	2010	56892
Marietta 	city	Georgia	2011	57628
Marietta 	city	Georgia	2012	58492
Marietta 	city	Georgia	2013	59189
Marietta 	city	Georgia	2014	60058
Marietta 	city	Georgia	2015	59067
Roswell 	city	Georgia	2010	88834
Roswell 	city	Georgia	2011	91184
Roswell 	city	Georgia	2012	93677
Roswell 	city	Georgia	2013	93971
Roswell 	city	Georgia	2014	94073
Roswell 	city	Georgia	2015	94501
Sandy Springs 	city	Georgia	2010	94329
Sandy Springs 	city	Georgia	2011	96996
Sandy Springs 	city	Georgia	2012	99408
Sandy Springs 	city	Georgia	2013	99749
Sandy Springs 	city	Georgia	2014	101939
Sandy Springs 	city	Georgia	2015	105330
Savannah 	city	Georgia	2010	136906
Savannah 	city	Georgia	2011	140083
Savannah 	city	Georgia	2012	142163
Savannah 	city	Georgia	2013	142578
Savannah 	city	Georgia	2014	144138
Savannah 	city	Georgia	2015	145674
Smyrna 	city	Georgia	2010	51382
Smyrna 	city	Georgia	2011	51954
Smyrna 	city	Georgia	2012	52692
Smyrna 	city	Georgia	2013	53483
Smyrna 	city	Georgia	2014	54959
Smyrna 	city	Georgia	2015	56146
Valdosta 	city	Georgia	2010	55004
Valdosta 	city	Georgia	2011	56112
Valdosta 	city	Georgia	2012	57681
Valdosta 	city	Georgia	2013	56357
Valdosta 	city	Georgia	2014	56665
Valdosta 	city	Georgia	2015	55724
Warner Robins 	city	Georgia	2010	69023
Warner Robins 	city	Georgia	2011	70714
Warner Robins 	city	Georgia	2012	71774
Warner Robins 	city	Georgia	2013	72584
Warner Robins 	city	Georgia	2014	73303
Warner Robins 	city	Georgia	2015	73490
Boise City 	city	Idaho	2010	206355
Boise City 	city	Idaho	2011	209267
Boise City 	city	Idaho	2012	212254
Boise City 	city	Idaho	2013	214177
Boise City 	city	Idaho	2014	216991
Boise City 	city	Idaho	2015	218281
Caldwell 	city	Idaho	2014	50176
Caldwell 	city	Idaho	2015	51686
Idaho Falls 	city	Idaho	2010	57078
Idaho Falls 	city	Idaho	2011	57628
Idaho Falls 	city	Idaho	2012	58070
Idaho Falls 	city	Idaho	2013	58297
Idaho Falls 	city	Idaho	2014	58655
Idaho Falls 	city	Idaho	2015	59184
Meridian 	city	Idaho	2010	75607
Meridian 	city	Idaho	2011	77855
Meridian 	city	Idaho	2012	80375
Meridian 	city	Idaho	2013	83488
Meridian 	city	Idaho	2014	87712
Meridian 	city	Idaho	2015	90739
Nampa 	city	Idaho	2010	81897
Nampa 	city	Idaho	2011	82668
Nampa 	city	Idaho	2012	83957
Nampa 	city	Idaho	2013	86502
Nampa 	city	Idaho	2014	88156
Nampa 	city	Idaho	2015	89839
Pocatello 	city	Idaho	2010	54336
Pocatello 	city	Idaho	2011	54662
Pocatello 	city	Idaho	2012	54802
Pocatello 	city	Idaho	2013	54457
Pocatello 	city	Idaho	2014	54382
Pocatello 	city	Idaho	2015	54441
Aurora 	city	Illinois	2010	198190
Aurora 	city	Illinois	2011	199292
Aurora 	city	Illinois	2012	199826
Aurora 	city	Illinois	2013	200117
Aurora 	city	Illinois	2014	200543
Aurora 	city	Illinois	2015	200661
Berwyn 	city	Illinois	2010	56683
Berwyn 	city	Illinois	2011	56755
Berwyn 	city	Illinois	2012	56820
Berwyn 	city	Illinois	2013	56852
Berwyn 	city	Illinois	2014	56715
Berwyn 	city	Illinois	2015	56368
Bloomington 	city	Illinois	2010	76764
Bloomington 	city	Illinois	2011	77149
Bloomington 	city	Illinois	2012	77838
Bloomington 	city	Illinois	2013	79054
Bloomington 	city	Illinois	2014	78767
Bloomington 	city	Illinois	2015	78292
Champaign 	city	Illinois	2010	81385
Champaign 	city	Illinois	2011	82148
Champaign 	city	Illinois	2012	83020
Champaign 	city	Illinois	2013	83909
Champaign 	city	Illinois	2014	84805
Champaign 	city	Illinois	2015	86096
Decatur 	city	Illinois	2010	76119
Decatur 	city	Illinois	2011	75902
Decatur 	city	Illinois	2012	75449
Decatur 	city	Illinois	2013	74969
Decatur 	city	Illinois	2014	74071
Decatur 	city	Illinois	2015	73254
Des Plaines 	city	Illinois	2010	58432
Des Plaines 	city	Illinois	2011	58644
Des Plaines 	city	Illinois	2012	58851
Des Plaines 	city	Illinois	2013	58985
Des Plaines 	city	Illinois	2014	58970
Des Plaines 	city	Illinois	2015	58677
Elgin 	city	Illinois	2010	108317
Elgin 	city	Illinois	2011	109252
Elgin 	city	Illinois	2012	109753
Elgin 	city	Illinois	2013	110246
Elgin 	city	Illinois	2014	111164
Elgin 	city	Illinois	2015	112111
Evanston 	city	Illinois	2010	74592
Evanston 	city	Illinois	2011	75079
Evanston 	city	Illinois	2012	75614
Evanston 	city	Illinois	2013	75870
Evanston 	city	Illinois	2014	75891
Evanston 	city	Illinois	2015	75527
Joliet 	city	Illinois	2010	147739
Joliet 	city	Illinois	2011	147943
Joliet 	city	Illinois	2012	148277
Joliet 	city	Illinois	2013	148041
Joliet 	city	Illinois	2014	147934
Joliet 	city	Illinois	2015	147861
Naperville 	city	Illinois	2010	142343
Naperville 	city	Illinois	2011	143096
Naperville 	city	Illinois	2012	143908
Naperville 	city	Illinois	2013	144896
Naperville 	city	Illinois	2014	146283
Naperville 	city	Illinois	2015	147100
Peoria 	city	Illinois	2010	114933
Peoria 	city	Illinois	2011	115328
Peoria 	city	Illinois	2012	115662
Peoria 	city	Illinois	2013	116507
Peoria 	city	Illinois	2014	115784
Peoria 	city	Illinois	2015	115070
Rockford 	city	Illinois	2010	152938
Rockford 	city	Illinois	2011	151942
Rockford 	city	Illinois	2012	151013
Rockford 	city	Illinois	2013	150407
Rockford 	city	Illinois	2014	149154
Rockford 	city	Illinois	2015	148278
Springfield 	city	Illinois	2010	116578
Springfield 	city	Illinois	2011	117160
Springfield 	city	Illinois	2012	117323
Springfield 	city	Illinois	2013	117040
Springfield 	city	Illinois	2014	116899
Springfield 	city	Illinois	2015	116565
Waukegan 	city	Illinois	2010	89169
Waukegan 	city	Illinois	2011	88945
Waukegan 	city	Illinois	2012	88758
Waukegan 	city	Illinois	2013	88901
Waukegan 	city	Illinois	2014	88863
Waukegan 	city	Illinois	2015	88475
Wheaton 	city	Illinois	2010	53055
Wheaton 	city	Illinois	2011	53336
Wheaton 	city	Illinois	2012	53478
Wheaton 	city	Illinois	2013	53697
Wheaton 	city	Illinois	2014	53739
Wheaton 	city	Illinois	2015	53715
Anderson 	city	Indiana	2010	56167
Anderson 	city	Indiana	2011	55906
Anderson 	city	Indiana	2012	55582
Anderson 	city	Indiana	2013	55632
Anderson 	city	Indiana	2014	55498
Anderson 	city	Indiana	2015	55305
Bloomington 	city	Indiana	2010	80632
Bloomington 	city	Indiana	2011	81701
Bloomington 	city	Indiana	2012	82223
Bloomington 	city	Indiana	2013	82650
Bloomington 	city	Indiana	2014	83452
Bloomington 	city	Indiana	2015	84067
Carmel 	city	Indiana	2010	79777
Carmel 	city	Indiana	2011	81668
Carmel 	city	Indiana	2012	83651
Carmel 	city	Indiana	2013	86005
Carmel 	city	Indiana	2014	86866
Carmel 	city	Indiana	2015	88713
Elkhart 	city	Indiana	2010	51569
Elkhart 	city	Indiana	2011	51695
Elkhart 	city	Indiana	2012	51779
Elkhart 	city	Indiana	2013	51956
Elkhart 	city	Indiana	2014	52089
Elkhart 	city	Indiana	2015	52348
Evansville 	city	Indiana	2010	120118
Evansville 	city	Indiana	2011	120180
Evansville 	city	Indiana	2012	120210
Evansville 	city	Indiana	2013	120374
Evansville 	city	Indiana	2014	120287
Evansville 	city	Indiana	2015	119943
Fort Wayne 	city	Indiana	2010	253849
Fort Wayne 	city	Indiana	2011	254636
Fort Wayne 	city	Indiana	2012	254915
Fort Wayne 	city	Indiana	2013	256779
Fort Wayne 	city	Indiana	2014	258370
Fort Wayne 	city	Indiana	2015	260326
Gary 	city	Indiana	2010	80226
Gary 	city	Indiana	2011	79677
Gary 	city	Indiana	2012	79141
Gary 	city	Indiana	2013	78529
Gary 	city	Indiana	2014	77960
Gary 	city	Indiana	2015	77156
Greenwood 	city	Indiana	2010	51226
Greenwood 	city	Indiana	2011	52093
Greenwood 	city	Indiana	2012	52894
Greenwood 	city	Indiana	2013	53841
Greenwood 	city	Indiana	2014	54671
Greenwood 	city	Indiana	2015	55586
Hammond 	city	Indiana	2010	80735
Hammond 	city	Indiana	2011	80183
Hammond 	city	Indiana	2012	79635
Hammond 	city	Indiana	2013	79011
Hammond 	city	Indiana	2014	78434
Hammond 	city	Indiana	2015	77614
Kokomo 	city	Indiana	2010	58049
Kokomo 	city	Indiana	2011	58113
Kokomo 	city	Indiana	2012	58120
Kokomo 	city	Indiana	2013	58130
Kokomo 	city	Indiana	2014	58082
Kokomo 	city	Indiana	2015	57995
Lafayette 	city	Indiana	2010	68904
Lafayette 	city	Indiana	2011	69807
Lafayette 	city	Indiana	2012	69978
Lafayette 	city	Indiana	2013	70804
Lafayette 	city	Indiana	2014	70873
Lafayette 	city	Indiana	2015	71111
Muncie 	city	Indiana	2010	70200
Muncie 	city	Indiana	2011	70362
Muncie 	city	Indiana	2012	70095
Muncie 	city	Indiana	2013	70279
Muncie 	city	Indiana	2014	70283
Muncie 	city	Indiana	2015	70087
Noblesville 	city	Indiana	2010	52722
Noblesville 	city	Indiana	2011	54045
Noblesville 	city	Indiana	2012	55339
Noblesville 	city	Indiana	2013	56681
Noblesville 	city	Indiana	2014	57755
Noblesville 	city	Indiana	2015	59093
South Bend 	city	Indiana	2010	100994
South Bend 	city	Indiana	2011	100991
South Bend 	city	Indiana	2012	100797
South Bend 	city	Indiana	2013	100933
South Bend 	city	Indiana	2014	101205
South Bend 	city	Indiana	2015	101516
Terre Haute 	city	Indiana	2010	60801
Terre Haute 	city	Indiana	2011	60987
Terre Haute 	city	Indiana	2012	61224
Terre Haute 	city	Indiana	2013	61013
Terre Haute 	city	Indiana	2014	60972
Terre Haute 	city	Indiana	2015	60825
Ames 	city	Iowa	2010	59056
Ames 	city	Iowa	2011	60307
Ames 	city	Iowa	2012	61325
Ames 	city	Iowa	2013	62876
Ames 	city	Iowa	2014	64513
Ames 	city	Iowa	2015	65060
Ankeny 	city	Iowa	2013	51378
Ankeny 	city	Iowa	2014	53299
Ankeny 	city	Iowa	2015	56764
Cedar Rapids 	city	Iowa	2010	126597
Cedar Rapids 	city	Iowa	2011	127870
Cedar Rapids 	city	Iowa	2012	128129
Cedar Rapids 	city	Iowa	2013	128413
Cedar Rapids 	city	Iowa	2014	129304
Cedar Rapids 	city	Iowa	2015	130405
Council Bluffs 	city	Iowa	2010	62376
Council Bluffs 	city	Iowa	2011	62482
Council Bluffs 	city	Iowa	2012	62123
Council Bluffs 	city	Iowa	2013	62076
Council Bluffs 	city	Iowa	2014	62317
Council Bluffs 	city	Iowa	2015	62597
Davenport 	city	Iowa	2010	99946
Davenport 	city	Iowa	2011	100540
Davenport 	city	Iowa	2012	101445
Davenport 	city	Iowa	2013	102216
Davenport 	city	Iowa	2014	102474
Davenport 	city	Iowa	2015	102582
Des Moines 	city	Iowa	2010	204573
Des Moines 	city	Iowa	2011	205991
Des Moines 	city	Iowa	2012	206975
Des Moines 	city	Iowa	2013	207786
Des Moines 	city	Iowa	2014	209709
Des Moines 	city	Iowa	2015	210330
Dubuque 	city	Iowa	2010	57679
Dubuque 	city	Iowa	2011	57972
Dubuque 	city	Iowa	2012	58188
Dubuque 	city	Iowa	2013	58510
Dubuque 	city	Iowa	2014	58676
Dubuque 	city	Iowa	2015	58799
Iowa City 	city	Iowa	2010	68021
Iowa City 	city	Iowa	2011	69189
Iowa City 	city	Iowa	2012	70453
Iowa City 	city	Iowa	2013	71885
Iowa City 	city	Iowa	2014	73542
Iowa City 	city	Iowa	2015	74220
Sioux City 	city	Iowa	2010	82834
Sioux City 	city	Iowa	2011	83052
Sioux City 	city	Iowa	2012	82748
Sioux City 	city	Iowa	2013	82652
Sioux City 	city	Iowa	2014	82686
Sioux City 	city	Iowa	2015	82821
Waterloo 	city	Iowa	2010	68408
Waterloo 	city	Iowa	2011	68399
Waterloo 	city	Iowa	2012	68369
Waterloo 	city	Iowa	2013	68495
Waterloo 	city	Iowa	2014	68459
Waterloo 	city	Iowa	2015	68460
West Des Moines 	city	Iowa	2010	57044
West Des Moines 	city	Iowa	2011	58400
West Des Moines 	city	Iowa	2012	59369
West Des Moines 	city	Iowa	2013	61282
West Des Moines 	city	Iowa	2014	63447
West Des Moines 	city	Iowa	2015	64113
Kansas City 	city	Kansas	2010	145943
Kansas City 	city	Kansas	2011	146282
Kansas City 	city	Kansas	2012	147590
Kansas City 	city	Kansas	2013	149032
Kansas City 	city	Kansas	2014	150109
Kansas City 	city	Kansas	2015	151306
Lawrence 	city	Kansas	2010	87996
Lawrence 	city	Kansas	2011	88991
Lawrence 	city	Kansas	2012	89823
Lawrence 	city	Kansas	2013	91057
Lawrence 	city	Kansas	2014	92667
Lawrence 	city	Kansas	2015	93917
Lenexa 	city	Kansas	2013	50327
Lenexa 	city	Kansas	2014	51014
Lenexa 	city	Kansas	2015	52490
Manhattan 	city	Kansas	2010	52705
Manhattan 	city	Kansas	2011	54251
Manhattan 	city	Kansas	2012	56753
Manhattan 	city	Kansas	2013	56318
Manhattan 	city	Kansas	2014	55772
Manhattan 	city	Kansas	2015	56308
Olathe 	city	Kansas	2010	126251
Olathe 	city	Kansas	2011	128295
Olathe 	city	Kansas	2012	130025
Olathe 	city	Kansas	2013	131874
Olathe 	city	Kansas	2014	132991
Olathe 	city	Kansas	2015	134305
Overland Park 	city	Kansas	2010	174095
Overland Park 	city	Kansas	2011	176102
Overland Park 	city	Kansas	2012	178917
Overland Park 	city	Kansas	2013	181220
Overland Park 	city	Kansas	2014	184429
Overland Park 	city	Kansas	2015	186515
Shawnee 	city	Kansas	2010	62333
Shawnee 	city	Kansas	2011	63029
Shawnee 	city	Kansas	2012	63628
Shawnee 	city	Kansas	2013	64320
Shawnee 	city	Kansas	2014	64566
Shawnee 	city	Kansas	2015	65046
Topeka 	city	Kansas	2010	127760
Topeka 	city	Kansas	2011	128090
Topeka 	city	Kansas	2012	127969
Topeka 	city	Kansas	2013	127622
Topeka 	city	Kansas	2014	127309
Topeka 	city	Kansas	2015	127265
Manhattan 	city	Kansas	2010	52559
Manhattan 	city	Kansas	2011	54100
Manhattan 	city	Kansas	2012	56598
Manhattan 	city	Kansas	2013	56160
Manhattan 	city	Kansas	2014	55615
Manhattan 	city	Kansas	2015	56148
Bowling Green 	city	Kentucky	2010	59098
Bowling Green 	city	Kentucky	2011	59590
Bowling Green 	city	Kentucky	2012	60503
Bowling Green 	city	Kentucky	2013	61786
Bowling Green 	city	Kentucky	2014	62549
Bowling Green 	city	Kentucky	2015	63616
Owensboro 	city	Kentucky	2010	57483
Owensboro 	city	Kentucky	2011	57786
Owensboro 	city	Kentucky	2012	58166
Owensboro 	city	Kentucky	2013	58401
Owensboro 	city	Kentucky	2014	58461
Owensboro 	city	Kentucky	2015	59042
Baton Rouge 	city	Louisiana	2010	229602
Baton Rouge 	city	Louisiana	2011	228958
Baton Rouge 	city	Louisiana	2012	229997
Baton Rouge 	city	Louisiana	2013	229422
Baton Rouge 	city	Louisiana	2014	229007
Baton Rouge 	city	Louisiana	2015	228590
Bossier City 	city	Louisiana	2010	62002
Bossier City 	city	Louisiana	2011	63465
Bossier City 	city	Louisiana	2012	65441
Bossier City 	city	Louisiana	2013	66215
Bossier City 	city	Louisiana	2014	67189
Bossier City 	city	Louisiana	2015	68094
Kenner 	city	Louisiana	2010	66728
Kenner 	city	Louisiana	2011	66869
Kenner 	city	Louisiana	2012	66910
Kenner 	city	Louisiana	2013	67027
Kenner 	city	Louisiana	2014	67036
Kenner 	city	Louisiana	2015	67091
Lafayette 	city	Louisiana	2010	121510
Lafayette 	city	Louisiana	2011	122366
Lafayette 	city	Louisiana	2012	123499
Lafayette 	city	Louisiana	2013	124983
Lafayette 	city	Louisiana	2014	126445
Lafayette 	city	Louisiana	2015	127657
Lake Charles 	city	Louisiana	2010	72227
Lake Charles 	city	Louisiana	2011	72646
Lake Charles 	city	Louisiana	2012	73578
Lake Charles 	city	Louisiana	2013	73908
Lake Charles 	city	Louisiana	2014	74752
Lake Charles 	city	Louisiana	2015	76070
New Orleans 	city	Louisiana	2010	347900
Shreveport 	city	Louisiana	2010	200947
Shreveport 	city	Louisiana	2011	201925
Shreveport 	city	Louisiana	2012	202131
Shreveport 	city	Louisiana	2013	200372
Shreveport 	city	Louisiana	2014	198318
Shreveport 	city	Louisiana	2015	197204
Portland 	city	Maine	2010	66087
Portland 	city	Maine	2011	66172
Portland 	city	Maine	2012	66273
Portland 	city	Maine	2013	66401
Portland 	city	Maine	2014	66672
Portland 	city	Maine	2015	66881
Bowie 	city	Maryland	2010	55090
Bowie 	city	Maryland	2011	55710
Bowie 	city	Maryland	2012	56243
Bowie 	city	Maryland	2013	56873
Bowie 	city	Maryland	2014	57592
Bowie 	city	Maryland	2015	58025
Frederick 	city	Maryland	2010	65449
Frederick 	city	Maryland	2011	65966
Frederick 	city	Maryland	2012	66401
Frederick 	city	Maryland	2013	66877
Frederick 	city	Maryland	2014	68331
Frederick 	city	Maryland	2015	69479
Gaithersburg 	city	Maryland	2010	60184
Gaithersburg 	city	Maryland	2011	61512
Gaithersburg 	city	Maryland	2012	63067
Gaithersburg 	city	Maryland	2013	65858
Gaithersburg 	city	Maryland	2014	66811
Gaithersburg 	city	Maryland	2015	67456
Rockville 	city	Maryland	2010	61536
Rockville 	city	Maryland	2011	62155
Rockville 	city	Maryland	2012	63208
Rockville 	city	Maryland	2013	63869
Rockville 	city	Maryland	2014	65601
Rockville 	city	Maryland	2015	66980
Brockton 	city	Massachusetts	2010	93846
Brockton 	city	Massachusetts	2011	94115
Brockton 	city	Massachusetts	2012	94009
