City	Incorporation	State	Year	Population
Millbrook	city (pt.)	Alabama	2010	144
Millbrook	city (pt.)	Alabama	2011	145
Millbrook	city (pt.)	Alabama	2012	144
Millbrook	city (pt.)	Alabama	2013	144
Millbrook	city (pt.)	Alabama	2014	146
Millbrook	city (pt.)	Alabama	2015	148
Prattville	city (pt.)	Alabama	2010	32269
Prattville	city (pt.)	Alabama	2011	32798
Prattville	city (pt.)	Alabama	2012	32844
Prattville	city (pt.)	Alabama	2013	33117
Prattville	city (pt.)	Alabama	2014	33370
Prattville	city (pt.)	Alabama	2015	33513
Vance	town (pt.)	Alabama	2010	49
Vance	town (pt.)	Alabama	2011	48
Vance	town (pt.)	Alabama	2012	48
Vance	town (pt.)	Alabama	2013	48
Vance	town (pt.)	Alabama	2014	48
Vance	town (pt.)	Alabama	2015	48
Woodstock	town (pt.)	Alabama	2010	1319
Woodstock	town (pt.)	Alabama	2011	1323
Woodstock	town (pt.)	Alabama	2012	1340
Woodstock	town (pt.)	Alabama	2013	1362
Woodstock	town (pt.)	Alabama	2014	1399
Woodstock	town (pt.)	Alabama	2015	1440
Altoona	town (pt.)	Alabama	2010	30
Altoona	town (pt.)	Alabama	2011	30
Altoona	town (pt.)	Alabama	2012	30
Altoona	town (pt.)	Alabama	2013	30
Altoona	town (pt.)	Alabama	2014	30
Altoona	town (pt.)	Alabama	2015	30
County Line	town (pt.)	Alabama	2010	197
County Line	town (pt.)	Alabama	2011	199
County Line	town (pt.)	Alabama	2012	199
County Line	town (pt.)	Alabama	2013	201
County Line	town (pt.)	Alabama	2014	201
County Line	town (pt.)	Alabama	2015	201
McKenzie	town (pt.)	Alabama	2010	522
McKenzie	town (pt.)	Alabama	2011	516
McKenzie	town (pt.)	Alabama	2012	509
McKenzie	town (pt.)	Alabama	2013	507
McKenzie	town (pt.)	Alabama	2014	507
McKenzie	town (pt.)	Alabama	2015	505
Glencoe	city (pt.)	Alabama	2010	38
Glencoe	city (pt.)	Alabama	2011	38
Glencoe	city (pt.)	Alabama	2012	38
Glencoe	city (pt.)	Alabama	2013	37
Glencoe	city (pt.)	Alabama	2014	37
Glencoe	city (pt.)	Alabama	2015	37
Oxford	city (pt.)	Alabama	2010	17186
Oxford	city (pt.)	Alabama	2011	17164
Oxford	city (pt.)	Alabama	2012	17118
Oxford	city (pt.)	Alabama	2013	17073
Oxford	city (pt.)	Alabama	2014	17027
Oxford	city (pt.)	Alabama	2015	17086
Piedmon	city (pt.)	Alabama	2010	4869
Piedmon	city (pt.)	Alabama	2011	4832
Piedmon	city (pt.)	Alabama	2012	4798
Piedmon	city (pt.)	Alabama	2013	4767
Piedmon	city (pt.)	Alabama	2014	4739
Piedmon	city (pt.)	Alabama	2015	4714
Southside	city (pt.)	Alabama	2010	155
Southside	city (pt.)	Alabama	2011	154
Southside	city (pt.)	Alabama	2012	154
Southside	city (pt.)	Alabama	2013	154
Southside	city (pt.)	Alabama	2014	154
Southside	city (pt.)	Alabama	2015	153
Waverly	town (pt.)	Alabama	2010	98
Waverly	town (pt.)	Alabama	2011	98
Waverly	town (pt.)	Alabama	2012	98
Waverly	town (pt.)	Alabama	2013	98
Waverly	town (pt.)	Alabama	2014	98
Waverly	town (pt.)	Alabama	2015	98
Collinsville	town (pt.)	Alabama	2010	21
Collinsville	town (pt.)	Alabama	2011	21
Collinsville	town (pt.)	Alabama	2012	21
Collinsville	town (pt.)	Alabama	2013	21
Collinsville	town (pt.)	Alabama	2014	21
Collinsville	town (pt.)	Alabama	2015	21
Sand Rock	town (pt.)	Alabama	2010	534
Sand Rock	town (pt.)	Alabama	2011	537
Sand Rock	town (pt.)	Alabama	2012	534
Sand Rock	town (pt.)	Alabama	2013	536
Sand Rock	town (pt.)	Alabama	2014	535
Sand Rock	town (pt.)	Alabama	2015	532
Calera	city (pt.)	Alabama	2010	90
Calera	city (pt.)	Alabama	2011	92
Calera	city (pt.)	Alabama	2012	94
Calera	city (pt.)	Alabama	2013	97
Calera	city (pt.)	Alabama	2014	99
Calera	city (pt.)	Alabama	2015	101
Enterprise	city (pt.)	Alabama	2010	26295
Enterprise	city (pt.)	Alabama	2011	26673
Enterprise	city (pt.)	Alabama	2012	27263
Enterprise	city (pt.)	Alabama	2013	27129
Enterprise	city (pt.)	Alabama	2014	27246
Enterprise	city (pt.)	Alabama	2015	27494
McKenzie	town (pt.)	Alabama	2010	8
McKenzie	town (pt.)	Alabama	2011	8
McKenzie	town (pt.)	Alabama	2012	8
McKenzie	town (pt.)	Alabama	2013	8
McKenzie	town (pt.)	Alabama	2014	8
McKenzie	town (pt.)	Alabama	2015	8
Arab	city (pt.)	Alabama	2010	27
Arab	city (pt.)	Alabama	2011	27
Arab	city (pt.)	Alabama	2012	27
Arab	city (pt.)	Alabama	2013	27
Arab	city (pt.)	Alabama	2014	27
Arab	city (pt.)	Alabama	2015	27
Garden City	town (pt.)	Alabama	2010	492
Garden City	town (pt.)	Alabama	2011	493
Garden City	town (pt.)	Alabama	2012	490
Garden City	town (pt.)	Alabama	2013	490
Garden City	town (pt.)	Alabama	2014	490
Garden City	town (pt.)	Alabama	2015	496
Dothan	city (pt.)	Alabama	2010	1218
Dothan	city (pt.)	Alabama	2011	1209
Dothan	city (pt.)	Alabama	2012	1219
Dothan	city (pt.)	Alabama	2013	1221
Dothan	city (pt.)	Alabama	2014	1222
Dothan	city (pt.)	Alabama	2015	1233
Enterprise	city (pt.)	Alabama	2010	478
Enterprise	city (pt.)	Alabama	2011	478
Enterprise	city (pt.)	Alabama	2012	488
Enterprise	city (pt.)	Alabama	2013	484
Enterprise	city (pt.)	Alabama	2014	484
Enterprise	city (pt.)	Alabama	2015	484
Collinsville	town (pt.)	Alabama	2010	1963
Collinsville	town (pt.)	Alabama	2011	1968
Collinsville	town (pt.)	Alabama	2012	1955
Collinsville	town (pt.)	Alabama	2013	1952
Collinsville	town (pt.)	Alabama	2014	1954
Collinsville	town (pt.)	Alabama	2015	1952
Sand Rock	town (pt.)	Alabama	2010	26
Sand Rock	town (pt.)	Alabama	2011	26
Sand Rock	town (pt.)	Alabama	2012	26
Sand Rock	town (pt.)	Alabama	2013	26
Sand Rock	town (pt.)	Alabama	2014	26
Sand Rock	town (pt.)	Alabama	2015	26
Millbrook	city (pt.)	Alabama	2010	14526
Millbrook	city (pt.)	Alabama	2011	14672
Millbrook	city (pt.)	Alabama	2012	14768
Millbrook	city (pt.)	Alabama	2013	14931
Millbrook	city (pt.)	Alabama	2014	15033
Millbrook	city (pt.)	Alabama	2015	15166
Prattville	city (pt.)	Alabama	2010	1797
Prattville	city (pt.)	Alabama	2011	1826
Prattville	city (pt.)	Alabama	2012	1840
Prattville	city (pt.)	Alabama	2013	1891
Prattville	city (pt.)	Alabama	2014	1894
Prattville	city (pt.)	Alabama	2015	1907
Tallassee	city (pt.)	Alabama	2010	3116
Tallassee	city (pt.)	Alabama	2011	3127
Tallassee	city (pt.)	Alabama	2012	3130
Tallassee	city (pt.)	Alabama	2013	3133
Tallassee	city (pt.)	Alabama	2014	3117
Tallassee	city (pt.)	Alabama	2015	3107
Altoona	town (pt.)	Alabama	2010	907
Altoona	town (pt.)	Alabama	2011	905
Altoona	town (pt.)	Alabama	2012	904
Altoona	town (pt.)	Alabama	2013	901
Altoona	town (pt.)	Alabama	2014	897
Altoona	town (pt.)	Alabama	2015	894
Boaz	city (pt.)	Alabama	2010	1109
Boaz	city (pt.)	Alabama	2011	1108
Boaz	city (pt.)	Alabama	2012	1110
Boaz	city (pt.)	Alabama	2013	1108
Boaz	city (pt.)	Alabama	2014	1106
Boaz	city (pt.)	Alabama	2015	1099
Glencoe	city (pt.)	Alabama	2010	5128
Glencoe	city (pt.)	Alabama	2011	5139
Glencoe	city (pt.)	Alabama	2012	5160
Glencoe	city (pt.)	Alabama	2013	5149
Glencoe	city (pt.)	Alabama	2014	5133
Glencoe	city (pt.)	Alabama	2015	5116
Sardis City	town (pt.)	Alabama	2010	1703
Sardis City	town (pt.)	Alabama	2011	1715
Sardis City	town (pt.)	Alabama	2012	1734
Sardis City	town (pt.)	Alabama	2013	1727
Sardis City	town (pt.)	Alabama	2014	1734
Sardis City	town (pt.)	Alabama	2015	1749
Southside	city (pt.)	Alabama	2010	8268
Southside	city (pt.)	Alabama	2011	8291
Southside	city (pt.)	Alabama	2012	8321
Southside	city (pt.)	Alabama	2013	8364
Southside	city (pt.)	Alabama	2014	8392
Southside	city (pt.)	Alabama	2015	8419
Glen Alle	town (pt.)	Alabama	2010	458
Glen Alle	town (pt.)	Alabama	2011	454
Glen Alle	town (pt.)	Alabama	2012	451
Glen Alle	town (pt.)	Alabama	2013	449
Glen Alle	town (pt.)	Alabama	2014	449
Glen Alle	town (pt.)	Alabama	2015	447
Winfield	city (pt.)	Alabama	2010	771
Winfield	city (pt.)	Alabama	2011	764
Winfield	city (pt.)	Alabama	2012	760
Winfield	city (pt.)	Alabama	2013	756
Winfield	city (pt.)	Alabama	2014	753
Winfield	city (pt.)	Alabama	2015	748
Taylor	town (pt.)	Alabama	2010	7
Taylor	town (pt.)	Alabama	2011	7
Taylor	town (pt.)	Alabama	2012	7
Taylor	town (pt.)	Alabama	2013	7
Taylor	town (pt.)	Alabama	2014	7
Taylor	town (pt.)	Alabama	2015	7
Moundville	town (pt.)	Alabama	2010	1709
Moundville	town (pt.)	Alabama	2011	1688
Moundville	town (pt.)	Alabama	2012	1702
Moundville	town (pt.)	Alabama	2013	1715
Moundville	town (pt.)	Alabama	2014	1708
Moundville	town (pt.)	Alabama	2015	1711
Dothan	city (pt.)	Alabama	2010	7
Dothan	city (pt.)	Alabama	2011	7
Dothan	city (pt.)	Alabama	2012	7
Dothan	city (pt.)	Alabama	2013	7
Dothan	city (pt.)	Alabama	2014	7
Dothan	city (pt.)	Alabama	2015	7
Dothan	city (pt.)	Alabama	2010	64878
Dothan	city (pt.)	Alabama	2011	65445
Dothan	city (pt.)	Alabama	2012	66133
Dothan	city (pt.)	Alabama	2013	66613
Dothan	city (pt.)	Alabama	2014	67125
Dothan	city (pt.)	Alabama	2015	67327
Taylor	town (pt.)	Alabama	2010	2371
Taylor	town (pt.)	Alabama	2011	2384
Taylor	town (pt.)	Alabama	2012	2404
Taylor	town (pt.)	Alabama	2013	2397
Taylor	town (pt.)	Alabama	2014	2406
Taylor	town (pt.)	Alabama	2015	2395
Arg	town (pt.)	Alabama	2010	61
Arg	town (pt.)	Alabama	2011	61
Arg	town (pt.)	Alabama	2012	61
Arg	town (pt.)	Alabama	2013	60
Arg	town (pt.)	Alabama	2014	60
Arg	town (pt.)	Alabama	2015	60
Birmingham	city (pt.)	Alabama	2010	210339
Birmingham	city (pt.)	Alabama	2011	210213
Birmingham	city (pt.)	Alabama	2012	209498
Birmingham	city (pt.)	Alabama	2013	210098
Birmingham	city (pt.)	Alabama	2014	210326
Birmingham	city (pt.)	Alabama	2015	210688
County Line	town (pt.)	Alabama	2010	61
County Line	town (pt.)	Alabama	2011	61
County Line	town (pt.)	Alabama	2012	61
County Line	town (pt.)	Alabama	2013	60
County Line	town (pt.)	Alabama	2014	60
County Line	town (pt.)	Alabama	2015	60
Helena	city (pt.)	Alabama	2010	2207
Helena	city (pt.)	Alabama	2011	2207
Helena	city (pt.)	Alabama	2012	2201
Helena	city (pt.)	Alabama	2013	2209
Helena	city (pt.)	Alabama	2014	2245
Helena	city (pt.)	Alabama	2015	2280
Hoover	city (pt.)	Alabama	2010	58586
Hoover	city (pt.)	Alabama	2011	58862
Hoover	city (pt.)	Alabama	2012	59619
Hoover	city (pt.)	Alabama	2013	59919
Hoover	city (pt.)	Alabama	2014	60203
Hoover	city (pt.)	Alabama	2015	60492
Leeds	city (pt.)	Alabama	2010	9824
Leeds	city (pt.)	Alabama	2011	9824
Leeds	city (pt.)	Alabama	2012	9834
Leeds	city (pt.)	Alabama	2013	9846
Leeds	city (pt.)	Alabama	2014	9867
Leeds	city (pt.)	Alabama	2015	9854
Sumiton	city (pt.)	Alabama	2010	16
Sumiton	city (pt.)	Alabama	2011	16
Sumiton	city (pt.)	Alabama	2012	16
Sumiton	city (pt.)	Alabama	2013	16
Sumiton	city (pt.)	Alabama	2014	16
Sumiton	city (pt.)	Alabama	2015	16
Trafford	town (pt.)	Alabama	2010	646
Trafford	town (pt.)	Alabama	2011	648
Trafford	town (pt.)	Alabama	2012	646
Trafford	town (pt.)	Alabama	2013	643
Trafford	town (pt.)	Alabama	2014	640
Trafford	town (pt.)	Alabama	2015	634
Trussville	city (pt.)	Alabama	2010	19540
Trussville	city (pt.)	Alabama	2011	19622
Trussville	city (pt.)	Alabama	2012	19630
Trussville	city (pt.)	Alabama	2013	19835
Trussville	city (pt.)	Alabama	2014	20168
Trussville	city (pt.)	Alabama	2015	20490
Vestavia Hills	city (pt.)	Alabama	2010	34077
Vestavia Hills	city (pt.)	Alabama	2011	34037
Vestavia Hills	city (pt.)	Alabama	2012	34013
Vestavia Hills	city (pt.)	Alabama	2013	33985
Vestavia Hills	city (pt.)	Alabama	2014	34142
Vestavia Hills	city (pt.)	Alabama	2015	34162
Notasulga	town (pt.)	Alabama	2010	75
Notasulga	town (pt.)	Alabama	2011	76
Notasulga	town (pt.)	Alabama	2012	77
Notasulga	town (pt.)	Alabama	2013	78
Notasulga	town (pt.)	Alabama	2014	79
Notasulga	town (pt.)	Alabama	2015	79
Phenix C	city (pt.)	Alabama	2010	4190
Phenix C	city (pt.)	Alabama	2011	4411
Phenix C	city (pt.)	Alabama	2012	4561
Phenix C	city (pt.)	Alabama	2013	4728
Phenix C	city (pt.)	Alabama	2014	4821
Phenix C	city (pt.)	Alabama	2015	4874
Waverly	town (pt.)	Alabama	2010	47
Waverly	town (pt.)	Alabama	2011	48
Waverly	town (pt.)	Alabama	2012	48
Waverly	town (pt.)	Alabama	2013	49
Waverly	town (pt.)	Alabama	2014	49
Waverly	town (pt.)	Alabama	2015	50
Decatur	city (pt.)	Alabama	2010	84
Decatur	city (pt.)	Alabama	2011	86
Decatur	city (pt.)	Alabama	2012	88
Decatur	city (pt.)	Alabama	2013	89
Decatur	city (pt.)	Alabama	2014	91
Decatur	city (pt.)	Alabama	2015	92
Huntsville	city (pt.)	Alabama	2010	1546
Huntsville	city (pt.)	Alabama	2011	1600
Huntsville	city (pt.)	Alabama	2012	1647
Huntsville	city (pt.)	Alabama	2013	1691
Huntsville	city (pt.)	Alabama	2014	1743
Huntsville	city (pt.)	Alabama	2015	1787
Madison	city (pt.)	Alabama	2010	3497
Madison	city (pt.)	Alabama	2011	3638
Madison	city (pt.)	Alabama	2012	3785
Madison	city (pt.)	Alabama	2013	3902
Madison	city (pt.)	Alabama	2014	4042
Madison	city (pt.)	Alabama	2015	4141
Notasulga	town (pt.)	Alabama	2010	895
Notasulga	town (pt.)	Alabama	2011	876
Notasulga	town (pt.)	Alabama	2012	844
Notasulga	town (pt.)	Alabama	2013	809
Notasulga	town (pt.)	Alabama	2014	791
Notasulga	town (pt.)	Alabama	2015	777
Huntsville	city (pt.)	Alabama	2010	179323
Huntsville	city (pt.)	Alabama	2011	180605
Huntsville	city (pt.)	Alabama	2012	182068
Huntsville	city (pt.)	Alabama	2013	184464
Huntsville	city (pt.)	Alabama	2014	186462
Huntsville	city (pt.)	Alabama	2015	188795
Madison	city (pt.)	Alabama	2010	39810
Madison	city (pt.)	Alabama	2011	40379
Madison	city (pt.)	Alabama	2012	41122
Madison	city (pt.)	Alabama	2013	41768
Madison	city (pt.)	Alabama	2014	42367
Madison	city (pt.)	Alabama	2015	42821
Glen Alle	town (pt.)	Alabama	2010	52
Glen Alle	town (pt.)	Alabama	2011	52
Glen Alle	town (pt.)	Alabama	2012	51
Glen Alle	town (pt.)	Alabama	2013	51
Glen Alle	town (pt.)	Alabama	2014	51
Glen Alle	town (pt.)	Alabama	2015	51
Gu-Wi	town (pt.)	Alabama	2010	176
Gu-Wi	town (pt.)	Alabama	2011	176
Gu-Wi	town (pt.)	Alabama	2012	175
Gu-Wi	town (pt.)	Alabama	2013	173
Gu-Wi	town (pt.)	Alabama	2014	173
Gu-Wi	town (pt.)	Alabama	2015	173
Haleyville	city (pt.)	Alabama	2010	48
Haleyville	city (pt.)	Alabama	2011	48
Haleyville	city (pt.)	Alabama	2012	48
Haleyville	city (pt.)	Alabama	2013	47
Haleyville	city (pt.)	Alabama	2014	47
Haleyville	city (pt.)	Alabama	2015	47
Winfield	city (pt.)	Alabama	2010	3890
Winfield	city (pt.)	Alabama	2011	3888
Winfield	city (pt.)	Alabama	2012	3865
Winfield	city (pt.)	Alabama	2013	3841
Winfield	city (pt.)	Alabama	2014	3835
Winfield	city (pt.)	Alabama	2015	3822
Arab	city (pt.)	Alabama	2010	8075
Arab	city (pt.)	Alabama	2011	8160
Arab	city (pt.)	Alabama	2012	8205
Arab	city (pt.)	Alabama	2013	8232
Arab	city (pt.)	Alabama	2014	8232
Arab	city (pt.)	Alabama	2015	8268
Boaz	city (pt.)	Alabama	2010	8375
Boaz	city (pt.)	Alabama	2011	8444
Boaz	city (pt.)	Alabama	2012	8510
Boaz	city (pt.)	Alabama	2013	8538
Boaz	city (pt.)	Alabama	2014	8563
Boaz	city (pt.)	Alabama	2015	8589
Sardis City	town (pt.)	Alabama	2010	6
Sardis City	town (pt.)	Alabama	2011	6
Sardis City	town (pt.)	Alabama	2012	6
Sardis City	town (pt.)	Alabama	2013	6
Sardis City	town (pt.)	Alabama	2014	6
Sardis City	town (pt.)	Alabama	2015	6
Decatur	city (pt.)	Alabama	2010	55668
Decatur	city (pt.)	Alabama	2011	55782
Decatur	city (pt.)	Alabama	2012	55813
Decatur	city (pt.)	Alabama	2013	55544
Decatur	city (pt.)	Alabama	2014	55472
Decatur	city (pt.)	Alabama	2015	55345
Phenix C	city (pt.)	Alabama	2010	28994
Phenix C	city (pt.)	Alabama	2011	30100
Phenix C	city (pt.)	Alabama	2012	31642
Phenix C	city (pt.)	Alabama	2013	32619
Phenix C	city (pt.)	Alabama	2014	32771
Phenix C	city (pt.)	Alabama	2015	32696
Arg	town (pt.)	Alabama	2010	4018
Arg	town (pt.)	Alabama	2011	4033
Arg	town (pt.)	Alabama	2012	4066
Arg	town (pt.)	Alabama	2013	4119
Arg	town (pt.)	Alabama	2014	4121
Arg	town (pt.)	Alabama	2015	4136
Leeds	city (pt.)	Alabama	2010	1866
Leeds	city (pt.)	Alabama	2011	1883
Leeds	city (pt.)	Alabama	2012	1906
Leeds	city (pt.)	Alabama	2013	1942
Leeds	city (pt.)	Alabama	2014	1955
Leeds	city (pt.)	Alabama	2015	1973
Trussville	city (pt.)	Alabama	2010	484
Trussville	city (pt.)	Alabama	2011	489
Trussville	city (pt.)	Alabama	2012	495
Trussville	city (pt.)	Alabama	2013	509
Trussville	city (pt.)	Alabama	2014	520
Trussville	city (pt.)	Alabama	2015	533
Birmingham	city (pt.)	Alabama	2010	1687
Birmingham	city (pt.)	Alabama	2011	1702
Birmingham	city (pt.)	Alabama	2012	1719
Birmingham	city (pt.)	Alabama	2013	1743
Birmingham	city (pt.)	Alabama	2014	1756
Birmingham	city (pt.)	Alabama	2015	1773
Calera	city (pt.)	Alabama	2010	11639
Calera	city (pt.)	Alabama	2011	12022
Calera	city (pt.)	Alabama	2012	12342
Calera	city (pt.)	Alabama	2013	12622
Calera	city (pt.)	Alabama	2014	12845
Calera	city (pt.)	Alabama	2015	13112
Helena	city (pt.)	Alabama	2010	14807
Helena	city (pt.)	Alabama	2011	14919
Helena	city (pt.)	Alabama	2012	15076
Helena	city (pt.)	Alabama	2013	15286
Helena	city (pt.)	Alabama	2014	15609
Helena	city (pt.)	Alabama	2015	15984
Hoover	city (pt.)	Alabama	2010	22596
Hoover	city (pt.)	Alabama	2011	22889
Hoover	city (pt.)	Alabama	2012	23474
Hoover	city (pt.)	Alabama	2013	23831
Hoover	city (pt.)	Alabama	2014	24066
Hoover	city (pt.)	Alabama	2015	24356
Leeds	city (pt.)	Alabama	2010	106
Leeds	city (pt.)	Alabama	2011	107
Leeds	city (pt.)	Alabama	2012	108
Leeds	city (pt.)	Alabama	2013	108
Leeds	city (pt.)	Alabama	2014	109
Leeds	city (pt.)	Alabama	2015	109
Vestavia Hills	city (pt.)	Alabama	2010	12
Vestavia Hills	city (pt.)	Alabama	2011	12
Vestavia Hills	city (pt.)	Alabama	2012	12
Vestavia Hills	city (pt.)	Alabama	2013	12
Vestavia Hills	city (pt.)	Alabama	2014	12
Vestavia Hills	city (pt.)	Alabama	2015	12
Vince	town (pt.)	Alabama	2010	2084
Vince	town (pt.)	Alabama	2011	2090
Vince	town (pt.)	Alabama	2012	2103
Vince	town (pt.)	Alabama	2013	2111
Vince	town (pt.)	Alabama	2014	2114
Vince	town (pt.)	Alabama	2015	2120
Oxford	city (pt.)	Alabama	2010	4139
Oxford	city (pt.)	Alabama	2011	4142
Oxford	city (pt.)	Alabama	2012	4149
Oxford	city (pt.)	Alabama	2013	4143
Oxford	city (pt.)	Alabama	2014	4148
Oxford	city (pt.)	Alabama	2015	4163
Tallassee	city (pt.)	Alabama	2010	1706
Tallassee	city (pt.)	Alabama	2011	1704
Tallassee	city (pt.)	Alabama	2012	1692
Tallassee	city (pt.)	Alabama	2013	1692
Tallassee	city (pt.)	Alabama	2014	1689
Tallassee	city (pt.)	Alabama	2015	1671
Moundville	town (pt.)	Alabama	2010	725
Moundville	town (pt.)	Alabama	2011	737
Moundville	town (pt.)	Alabama	2012	741
Moundville	town (pt.)	Alabama	2013	749
Moundville	town (pt.)	Alabama	2014	750
Moundville	town (pt.)	Alabama	2015	749
Vance	town (pt.)	Alabama	2010	1475
Vance	town (pt.)	Alabama	2011	1478
Vance	town (pt.)	Alabama	2012	1478
Vance	town (pt.)	Alabama	2013	1477
Vance	town (pt.)	Alabama	2014	1474
Vance	town (pt.)	Alabama	2015	1465
Woodstock	town (pt.)	Alabama	2010	98
Woodstock	town (pt.)	Alabama	2011	99
Woodstock	town (pt.)	Alabama	2012	101
Woodstock	town (pt.)	Alabama	2013	104
Woodstock	town (pt.)	Alabama	2014	106
Woodstock	town (pt.)	Alabama	2015	107
Nauv	town (pt.)	Alabama	2010	216
Nauv	town (pt.)	Alabama	2011	215
Nauv	town (pt.)	Alabama	2012	214
Nauv	town (pt.)	Alabama	2013	213
Nauv	town (pt.)	Alabama	2014	212
Nauv	town (pt.)	Alabama	2015	212
Sumiton	city (pt.)	Alabama	2010	2496
Sumiton	city (pt.)	Alabama	2011	2462
Sumiton	city (pt.)	Alabama	2012	2441
Sumiton	city (pt.)	Alabama	2013	2428
Sumiton	city (pt.)	Alabama	2014	2411
Sumiton	city (pt.)	Alabama	2015	2402
Haleyville	city (pt.)	Alabama	2010	4120
Haleyville	city (pt.)	Alabama	2011	4107
Haleyville	city (pt.)	Alabama	2012	4079
Haleyville	city (pt.)	Alabama	2013	4080
Haleyville	city (pt.)	Alabama	2014	4072
Haleyville	city (pt.)	Alabama	2015	4041
Nauv	town (pt.)	Alabama	2010	1
Nauv	town (pt.)	Alabama	2011	1
Nauv	town (pt.)	Alabama	2012	1
Nauv	town (pt.)	Alabama	2013	1
Nauv	town (pt.)	Alabama	2014	1
Nauv	town (pt.)	Alabama	2015	1
Sedona	city (pt.)	Arizona	2010	2872
Sedona	city (pt.)	Arizona	2011	2850
Sedona	city (pt.)	Arizona	2012	2847
Sedona	city (pt.)	Arizona	2013	2861
Sedona	city (pt.)	Arizona	2014	2910
Sedona	city (pt.)	Arizona	2015	2907
Hayde	town (pt.)	Arizona	2010	660
Hayde	town (pt.)	Arizona	2011	658
Hayde	town (pt.)	Arizona	2012	652
Hayde	town (pt.)	Arizona	2013	650
Hayde	town (pt.)	Arizona	2014	651
Hayde	town (pt.)	Arizona	2015	650
Winkelma	town (pt.)	Arizona	2010	352
Winkelma	town (pt.)	Arizona	2011	351
Winkelma	town (pt.)	Arizona	2012	347
Winkelma	town (pt.)	Arizona	2013	347
Winkelma	town (pt.)	Arizona	2014	347
Winkelma	town (pt.)	Arizona	2015	346
Apache Junction	city (pt.)	Arizona	2010	294
Apache Junction	city (pt.)	Arizona	2011	297
Apache Junction	city (pt.)	Arizona	2012	301
Apache Junction	city (pt.)	Arizona	2013	304
Apache Junction	city (pt.)	Arizona	2014	307
Apache Junction	city (pt.)	Arizona	2015	310
Peoria	city (pt.)	Arizona	2010	154494
Peoria	city (pt.)	Arizona	2011	156782
Peoria	city (pt.)	Arizona	2012	160005
Peoria	city (pt.)	Arizona	2013	163261
Peoria	city (pt.)	Arizona	2014	167057
Peoria	city (pt.)	Arizona	2015	171230
Queen Creek	town (pt.)	Arizona	2010	26147
Queen Creek	town (pt.)	Arizona	2011	26775
Queen Creek	town (pt.)	Arizona	2012	27490
Queen Creek	town (pt.)	Arizona	2013	29385
Queen Creek	town (pt.)	Arizona	2014	31797
Queen Creek	town (pt.)	Arizona	2015	34134
Wickenburg	town (pt.)	Arizona	2010	6398
Wickenburg	town (pt.)	Arizona	2011	6466
Wickenburg	town (pt.)	Arizona	2012	6562
Wickenburg	town (pt.)	Arizona	2013	6628
Wickenburg	town (pt.)	Arizona	2014	6689
Wickenburg	town (pt.)	Arizona	2015	6760
Marana	town (pt.)	Arizona	2010	34601
Marana	town (pt.)	Arizona	2011	35466
Marana	town (pt.)	Arizona	2012	36583
Marana	town (pt.)	Arizona	2013	38206
Marana	town (pt.)	Arizona	2014	39753
Marana	town (pt.)	Arizona	2015	41315
Apache Junction	city (pt.)	Arizona	2010	35700
Apache Junction	city (pt.)	Arizona	2011	35418
Apache Junction	city (pt.)	Arizona	2012	35721
Apache Junction	city (pt.)	Arizona	2013	36139
Apache Junction	city (pt.)	Arizona	2014	36930
Apache Junction	city (pt.)	Arizona	2015	37764
Queen Creek	town (pt.)	Arizona	2010	450
Queen Creek	town (pt.)	Arizona	2011	446
Queen Creek	town (pt.)	Arizona	2012	451
Queen Creek	town (pt.)	Arizona	2013	453
Queen Creek	town (pt.)	Arizona	2014	462
Queen Creek	town (pt.)	Arizona	2015	480
Peoria	city (pt.)	Arizona	2010	7
Peoria	city (pt.)	Arizona	2011	7
Peoria	city (pt.)	Arizona	2012	7
Peoria	city (pt.)	Arizona	2013	7
Peoria	city (pt.)	Arizona	2014	7
Peoria	city (pt.)	Arizona	2015	7
Sedona	city (pt.)	Arizona	2010	7180
Sedona	city (pt.)	Arizona	2011	7169
Sedona	city (pt.)	Arizona	2012	7208
Sedona	city (pt.)	Arizona	2013	7300
Sedona	city (pt.)	Arizona	2014	7408
Sedona	city (pt.)	Arizona	2015	7481
Wickenburg	town (pt.)	Arizona	2010	45
Wickenburg	town (pt.)	Arizona	2011	45
Wickenburg	town (pt.)	Arizona	2012	45
Wickenburg	town (pt.)	Arizona	2013	45
Wickenburg	town (pt.)	Arizona	2014	46
Wickenburg	town (pt.)	Arizona	2015	46
Humphre	city (pt.)	Arkansas	2010	249
Humphre	city (pt.)	Arkansas	2011	247
Humphre	city (pt.)	Arkansas	2012	248
Humphre	city (pt.)	Arkansas	2013	246
Humphre	city (pt.)	Arkansas	2014	243
Humphre	city (pt.)	Arkansas	2015	241
Big Fla	town (pt.)	Arkansas	2010	104
Big Fla	town (pt.)	Arkansas	2011	103
Big Fla	town (pt.)	Arkansas	2012	103
Big Fla	town (pt.)	Arkansas	2013	102
Big Fla	town (pt.)	Arkansas	2014	102
Big Fla	town (pt.)	Arkansas	2015	102
Elm Springs	city (pt.)	Arkansas	2010	138
Elm Springs	city (pt.)	Arkansas	2011	140
Elm Springs	city (pt.)	Arkansas	2012	142
Elm Springs	city (pt.)	Arkansas	2013	143
Elm Springs	city (pt.)	Arkansas	2014	143
Elm Springs	city (pt.)	Arkansas	2015	147
Springdale	city (pt.)	Arkansas	2010	6585
